authorDisplayName,textDisplay,textDisplayAdj,scores,neg_score,pos_score,neu_score,compound_score,sentiment,publishedAt
@Akirauly.,Literally can’t wait😭🙏,literally wait,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",0.307,0.0,0.693,-0.4767,negative,2024-03-29T21:16:41Z
@angevaile,IM SO EXCITED<br>LET THIS GAME BE SUCCESSFUL PLS,im excitedlet game successful pls,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.7626}",0.0,0.523,0.477,0.7626,positive,2024-03-29T21:16:14Z
@tannen3339,"music sucks, complete generic garbage.",music suck complete generic garbage,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.3612}",0.385,0.0,0.615,-0.3612,negative,2024-03-29T21:11:41Z
@Mercurius-Hadou,Bro wanna be different so much.,bro wan na different much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T23:34:29Z
@tannen3339,@@Mercurius-Hadou sounds like your typical League music video yawn fest.,mercurius hadou sound like typical league music video yawn fest,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.0,0.217,0.783,0.3612,positive,2024-03-29T23:40:40Z
@zenproduction8109,Its a bot guys...dont take too seriously,bot guy dont take seriously,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.1779}",0.221,0.0,0.779,-0.1779,negative,2024-03-29T23:41:21Z
@reflectlight1368,genshin could never,genshin could never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T21:00:44Z
@zahraajasm4979,I&#39;m so excited 🎉,excited,"{'neg': 0.0, 'neu': 0.346, 'pos': 0.654, 'compound': 0.688}",0.0,0.654,0.346,0.688,positive,2024-03-29T20:57:00Z
@conscientiousdude,Going to play pgr while I wait for May 22,going play pgr wait may,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.0,0.211,0.789,0.34,positive,2024-03-29T20:55:04Z
@paigejentz8774,"I need this song, its so good!",need song good,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.6166}",0.0,0.402,0.598,0.6166,positive,2024-03-29T20:54:31Z
@JackersEdit,"Music, sound effects and action, works so perfectly. 👌🔥",music sound effect action work perfectly,"{'neg': 0.112, 'neu': 0.326, 'pos': 0.562, 'compound': 0.892}",0.112,0.562,0.326,0.892,positive,2024-03-29T20:52:47Z
@ParafrostV,PGR money is being put to good use. Loving it.,pgr money put good use loving,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.7783}",0.0,0.459,0.541,0.7783,positive,2024-03-29T20:46:36Z
@mma771,Playstation release when 😢,playstation release,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",0.437,0.0,0.563,-0.4767,negative,2024-03-29T20:45:46Z
@ThilankaMax,Damn this is fire🔥🔥🔥,damn fire,"{'neg': 0.86, 'neu': 0.14, 'pos': 0.0, 'compound': -0.8834}",0.86,0.0,0.14,-0.8834,negative,2024-03-29T20:38:36Z
@qiemyyshimee767,"this is the first time im vote for npc to fight hard as possible , until he become a gameplay character !! pls kuro , make a story about them , their journy to become playable character and their lore too ❤️",first time im vote npc fight hard possible become gameplay character pls kuro make story journy become playable character lore,"{'neg': 0.1, 'neu': 0.872, 'pos': 0.028, 'compound': -0.508}",0.1,0.028,0.872,-0.508,negative,2024-03-29T20:20:07Z
@amarnathdutta9829,Yeay boyy...just perfect 👌🏻,yeay boyy perfect,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.87}",0.0,0.663,0.337,0.87,positive,2024-03-29T20:19:53Z
@Sasukequeen3,I can not wait for console release! I hope it is soon :),wait console release hope soon,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.7345}",0.0,0.36,0.64,0.7345,positive,2024-03-29T20:17:58Z
@squishy_wor,Can&#39;t wait! See you in may ❤,wait see may,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.6696}",0.0,0.391,0.609,0.6696,positive,2024-03-29T20:16:56Z
@sinniiarmzendlegz7100,so excited for this game!,excited game,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.4561}",0.0,0.427,0.573,0.4561,positive,2024-03-29T20:05:01Z
@nomyentz553,I LOVE KURO GAME,love kuro game,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.0,0.583,0.417,0.6369,positive,2024-03-29T20:04:24Z
@r6rider2987,Jam me up!  Can’t wait for May!,jam wait may,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T20:02:56Z
@casper-9501,can&#39;t wait !,wait,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T20:02:36Z
@Holy-R,if it could be possible to get only the song --&gt;  it will be great ! :O,could possible get song great,"{'neg': 0.099, 'neu': 0.697, 'pos': 0.204, 'compound': 0.5038}",0.099,0.204,0.697,0.5038,positive,2024-03-29T20:01:00Z
@fatih-mehmettoprak,Does anyone know if it is a music from Wuthering Waves or a music from someone,anyone know music wuthering wave music someone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:58:46Z
@midwestairway,"It&#39;s made for wuthering waves,  Kuro is well know for making bangers",made wuthering wave kuro well know making banger,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",0.0,0.16,0.84,0.2732,positive,2024-03-29T19:59:57Z
@vesper2190,"I think the bgm is from vanguard studios, they are the people that helped kuro games with the bgm for punishing gray raven, you can check their channel, a lot of great music there.",think bgm vanguard studio people helped kuro game bgm punishing gray raven check channel lot great music,"{'neg': 0.091, 'neu': 0.806, 'pos': 0.103, 'compound': 0.128}",0.091,0.103,0.806,0.128,positive,2024-03-29T22:46:35Z
@missbeelzebub7331,Hope they release a JP dub video soon...😊,hope release jp dub video soon,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.8868}",0.0,0.56,0.44,0.8868,positive,2024-03-29T19:49:42Z
@dennissrin6600,"JP channel wuwa <br><a href=""https://youtube.com/@wutheringwaves3352?si=catsHlLsfm5f8JeO"">https://youtube.com/@wutheringwaves3352?si=catsHlLsfm5f8JeO</a>",jp channel wuwa http youtube com wutheringwaves si catshllsfm f jeo,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4391}",0.0,0.42,0.58,0.4391,positive,2024-03-30T02:50:41Z
@e2k220,this goes hard PagMan,go hard pagman,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.1027}",0.318,0.0,0.682,-0.1027,negative,2024-03-29T19:49:26Z
@Meloy148,"I need a full version of this song in my life dude it&#39;s perfect, it blends with animation perfectly, I can&#39;t find any mistake, literally❤",need full version song life dude perfect blend animation perfectly find mistake literally,"{'neg': 0.064, 'neu': 0.613, 'pos': 0.323, 'compound': 0.8934}",0.064,0.323,0.613,0.8934,positive,2024-03-29T19:46:43Z
@setovessalius,the song is like so good,song like good,"{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.7384}",0.0,0.609,0.391,0.7384,positive,2024-03-29T19:46:33Z
@persephonehades7547,This is actually the coolest thing I&#39;ve seen in a bit. You guys cooked with this one.,actually coolest thing seen bit guy cooked one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:43:39Z
@vanshpatel9401,"That’s how this game will compete with Genshin, I am waiting for soo long for this game",game compete genshin waiting soo long game,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:42:00Z
@AyumiKwon-ew1hm,😯🥰 ....Loved it ! 🥰🥰🥰....,loved,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.9876}",0.0,0.676,0.324,0.9876,positive,2024-03-29T19:35:36Z
@cullysloy2705,What song is this?,song,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:35:10Z
@HYUNJIN185,but the music is crazy,music crazy,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",0.437,0.0,0.563,-0.4767,negative,2024-03-29T19:33:44Z
@patrakorn61,I don’t know why im crying .love wuwa ❤,know im cry love wuwa,"{'neg': 0.168, 'neu': 0.378, 'pos': 0.454, 'compound': 0.743}",0.168,0.454,0.378,0.743,positive,2024-03-29T19:32:12Z
@hairyCapybara-bg5km,This is awesome! So looking forward to the release,awesome looking forward release,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.6588}",0.0,0.354,0.646,0.6588,positive,2024-03-29T19:31:23Z
@lamlo9999,LET THEM COOK,let cook,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:26:20Z
@DrakkarNoir33,Amazing..... and that song holy <b>**</b>,amazing song holy,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.5859}",0.0,0.432,0.568,0.5859,positive,2024-03-29T19:25:21Z
@HaydenLycoris,"<a href=""https://www.youtube.com/watch?v=4i1IRQ6SGTM&amp;t=148"">2:28</a> Jiyan in this trailer just broke the game. Legit just animation canceled his intro skill to immediately do his ult, he even said &quot;no&quot; to the only 3 members in a team rule that the devs made 😂",jiyan trailer broke game legit animation canceled intro skill immediately ult even said member team rule devs made,"{'neg': 0.095, 'neu': 0.828, 'pos': 0.077, 'compound': 0.0258}",0.095,0.077,0.828,0.0258,neutral,2024-03-29T19:23:23Z
@wholethedogsout880,Devs please Im begging you to make rover a fully voiced main character its what the people want and its what the people need!,devs please im begging make rover fully voiced main character people want people need,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4389}",0.0,0.15,0.85,0.4389,positive,2024-03-29T19:19:51Z
@wholethedogsout880,Give rover more voicelines and speaking moments!!!,give rover voicelines speaking moment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:19:14Z
@wholethedogsout880,It isnt too late to make rover a fully voiced character!,isnt late make rover fully voiced character,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:19:07Z
@wholethedogsout880,Make rover a fully voiced main character devs! PLEASE,make rover fully voiced main character devs please,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.5147}",0.0,0.294,0.706,0.5147,positive,2024-03-29T19:18:53Z
@rubyflores6549,Genshin👏could👏NEVER👏,genshin could never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:10:50Z
@lonelyarchon,Seems like Attack on Titan level pyschotherapy waiting in game 😂,seems like attack titan level pyschotherapy waiting game,"{'neg': 0.224, 'neu': 0.493, 'pos': 0.283, 'compound': 0.3182}",0.224,0.283,0.493,0.3182,positive,2024-03-29T19:09:48Z
@lelouchlamperouge3563,Guys the music is very good,guy music good,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",0.0,0.39,0.61,0.4927,positive,2024-03-29T19:07:55Z
@user-tz1om1we1h,are you going to come down on Xbook,going come xbook,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:06:13Z
@hisuijin8038,Omoshiroi! Lets go Kuro! Congratulations on being a proper developer with ears for your players!,omoshiroi let go kuro congratulation proper developer ear player,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.6981}",0.0,0.254,0.746,0.6981,positive,2024-03-29T19:03:40Z
@jameslovesart3408,Wow this is amazing I can&#39;t wait to play ❤,wow amazing wait play,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.9349}",0.0,0.67,0.33,0.9349,positive,2024-03-29T19:03:24Z
@LadySeara,I need this song on Spotify!!! THIS IS GOING TO BE AN AMAZING ADVENTURE!!,need song spotify going amazing adventure,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.8669}",0.0,0.421,0.579,0.8669,positive,2024-03-29T18:59:31Z
@scirocco313,U up there toe to toe with RIOT GAMES,u toe toe riot game,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.6523}",0.351,0.0,0.649,-0.6523,negative,2024-03-29T18:58:04Z
@Archer34-07,Woww that was cool can&#39;t wait for the release,woww cool wait release,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.0,0.223,0.777,0.3182,positive,2024-03-29T18:53:21Z
@nirawan9796,I love the music bruuh,love music bruuh,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.512,0.488,0.6369,positive,2024-03-29T18:52:11Z
@veryorenji,its giving riot games cinematic,giving riot game cinematic,"{'neg': 0.4, 'neu': 0.333, 'pos': 0.267, 'compound': -0.296}",0.4,0.267,0.333,-0.296,negative,2024-03-29T18:39:49Z
@MonaemRahman-hk9mu,Mihoyo has seen it.they gonna release zenless zone zero the same day lol.,mihoyo seen gon na release zenless zone zero day lol,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.0,0.189,0.811,0.4215,positive,2024-03-29T18:39:40Z
@Kishinoo,And gonna get outrended by the waves,gon na get outrended wave,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:01:14Z
@MonaemRahman-hk9mu,@@Kishinoo it ain&#39;t gonna be that easy.mihoyo burning up that 999iq of theirs.,kishinoo gon na easy mihoyo burning iq,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T19:05:02Z
@minthuyahan7941,random npc: nahh I will cook,random npc nahh cook,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T18:37:30Z
@JavaTheCup,Very much looking forward to having my waves wuthered by this game,much looking forward wave wuthered game,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T18:30:11Z
@WELLWISHER006,best of luck 💕,best luck,"{'neg': 0.0, 'neu': 0.148, 'pos': 0.852, 'compound': 0.91}",0.0,0.852,0.148,0.91,positive,2024-03-29T18:29:53Z
@Bonniedesu,So excited to this game,excited game,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.4005}",0.0,0.402,0.598,0.4005,positive,2024-03-29T18:28:17Z
@wheretao6960,"that was fire af, so excited for this one",fire af excited one,"{'neg': 0.198, 'neu': 0.579, 'pos': 0.223, 'compound': 0.0754}",0.198,0.223,0.579,0.0754,positive,2024-03-29T18:28:02Z
@nidhichauhan7419,Can hardly wait it really looks so amazing and it would be so much fun to play with friends and explore yayyy 🎉🎉🎉🎉,hardly wait really look amazing would much fun play friend explore yay,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.9752}",0.0,0.533,0.467,0.9752,positive,2024-03-29T18:23:48Z
@L0nelyWalrus,Reminded me of sc2 Lotv opening cinematic,reminded sc lotv opening cinematic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T18:21:21Z
@Dardeevua,Name of the song?,name song,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T18:19:25Z
@pedjaplavsic7308,Cinematics look fire.Super excited when the game drops.,cinematics look fire super excited game drop,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.0,0.255,0.745,0.34,positive,2024-03-29T18:14:57Z
@midnightdance,let them cook,let cook,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T18:07:16Z
@khandimahn9687,"I would rate this as the same quality as Mihoyo.  Well done, Kuro.",would rate quality mihoyo well done kuro,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.0,0.149,0.851,0.2732,positive,2024-03-29T18:04:56Z
@abyssop,Great 3D and 2D symphony!,great symphony,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.6588}",0.0,0.523,0.477,0.6588,positive,2024-03-29T17:58:58Z
@chayen2000s,Now i&#39;m  M O T I V A T E D !! LetTt GoooOOOOO~,v e let go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T17:57:02Z
@user-zm2zn6gs8t,I know this is a game but when is the anime??,know game anime,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T17:49:21Z
@lilrshv,can&#39;t wait 🔥🔥🔥🔥,wait,"{'neg': 0.828, 'neu': 0.172, 'pos': 0.0, 'compound': -0.8225}",0.828,0.0,0.172,-0.8225,negative,2024-03-29T17:35:31Z
@dr.bubbles,"As a CBT 2 enjoyer, I can confirm they have already Cooked 🍳 so much. 🗣🗣🔥🔥",cbt enjoyer confirm already cooked much,"{'neg': 0.185, 'neu': 0.692, 'pos': 0.123, 'compound': -0.1531}",0.185,0.123,0.692,-0.1531,negative,2024-03-29T17:34:08Z
@katsumixv,i have no idea what just happened but i love this,idea happened love,"{'neg': 0.098, 'neu': 0.549, 'pos': 0.354, 'compound': 0.7351}",0.098,0.354,0.549,0.7351,positive,2024-03-29T17:33:52Z
@atharav833,yeah animation is dope and music hmm meh but beats are fire,yeah animation dope music hmm meh beat fire,"{'neg': 0.286, 'neu': 0.606, 'pos': 0.108, 'compound': -0.3919}",0.286,0.108,0.606,-0.3919,negative,2024-03-29T17:33:45Z
@anastasia7015,This song is sooo good!!!,song good,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.5826}",0.0,0.486,0.514,0.5826,positive,2024-03-29T17:31:22Z
@HonkaiMain,I had always felt that Kuro was lacking in the animation department when it came to shorts like these. Happy to see some well needed improvement.,always felt kuro lacking animation department came short like happy see well needed improvement,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.8834}",0.0,0.339,0.661,0.8834,positive,2024-03-29T17:23:44Z
@Zuhnado,"The animation and sound effects didn&#39;t have to go that hard during <a href=""https://www.youtube.com/watch?v=4i1IRQ6SGTM&amp;t=90"">1:30</a>-<a href=""https://www.youtube.com/watch?v=4i1IRQ6SGTM&amp;t=102"">1:42</a>.",animation sound effect go hard,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.1926}",0.112,0.0,0.888,-0.1926,negative,2024-03-29T17:23:44Z
@TriEdge-f3i,Now that they have two games. I can&#39;t wait for PGR x WuWa collab,two game wait pgr x wuwa collab,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T17:15:56Z
@StevenHonguyen,Let go see you in May 22,let go see may,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T17:14:41Z
@alkan68,"<a href=""https://www.youtube.com/watch?v=4i1IRQ6SGTM&amp;t=80"">1:20</a> Valorant ahh drop",valorant ahh drop,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",0.344,0.0,0.656,-0.2732,negative,2024-03-29T17:13:19Z
@illust_rizu,The enemys look like bubble sticks😂,enemy look like bubble stick,"{'neg': 0.117, 'neu': 0.494, 'pos': 0.389, 'compound': 0.6597}",0.117,0.389,0.494,0.6597,positive,2024-03-29T17:11:00Z
@viniciusbezerra4491,"We need this song, Kuro!!!",need song kuro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T17:10:50Z
@Carlos-qg2me,Let them cook,let cook,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T17:08:51Z
@Victoria-violet,Casually replaying this until we get an audio of this banger music cause KUROGAMES DIDN&#39;T NEED TO COOK THIS HARD 👏👏👏👏,casually replaying get audio banger music cause kurogames need cook hard,"{'neg': 0.08, 'neu': 0.863, 'pos': 0.056, 'compound': -0.1819}",0.08,0.056,0.863,-0.1819,negative,2024-03-29T17:05:35Z
@darchangeldavid,Ok that just got me hype. Now I want an animated feature done in this same style.,ok got hype want animated feature done style,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.3612}",0.0,0.189,0.811,0.3612,positive,2024-03-29T17:05:28Z
@user-kh8xn5sb8s,we want  arabic language,want arabic language,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.0772}",0.0,0.302,0.698,0.0772,positive,2024-03-29T17:05:23Z
@Vixenishlory,No for ps5?,p,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",0.524,0.0,0.476,-0.296,negative,2024-03-29T17:00:37Z
@Rudychwan,"I love how much efffort that kuro put on the NPC soldiers, they look even more heroic than the playable characters to me. A game with good story will show characteristics on everything include NPCs, not just playable characters.",love much efort kuro put npc soldier look even heroic playable character game good story show characteristic everything include npc playable character,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.8999}",0.0,0.234,0.766,0.8999,positive,2024-03-29T16:59:46Z
@Blackwolf-gr6ch,"they do because they don&#39;t have powers unlike the main cast, and even then, they fought like hell",power unlike main cast even fought like hell,"{'neg': 0.283, 'neu': 0.615, 'pos': 0.102, 'compound': -0.6597}",0.283,0.102,0.615,-0.6597,negative,2024-03-30T14:33:09Z
@hijodelsoldeoriente,True. It really helps in world-building. Sometimes gacha games don&#39;t focus on NPCs to the point that their cutscenes feel like ads.,true really help world building sometimes gacha game focus npc point cutscenes feel like ad,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.8016}",0.0,0.301,0.699,0.8016,positive,2024-03-31T05:45:26Z
@plasmash,The hype 📈📈📈,hype,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:59:07Z
@VigupaV,"<b>We will be there, no matter what.</b>",matter,"{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.0191}",0.152,0.0,0.848,-0.0191,neutral,2024-03-29T16:52:04Z
@adityabudi9447,"It will be crazy if this happen after pgr event , its like the virus keep evolving",crazy happen pgr event like virus keep evolving,"{'neg': 0.121, 'neu': 0.754, 'pos': 0.126, 'compound': 0.0258}",0.121,0.126,0.754,0.0258,neutral,2024-03-29T16:52:03Z
@ginchan3839,i need name of the song so bad...,need name song bad,"{'neg': 0.391, 'neu': 0.609, 'pos': 0.0, 'compound': -0.6696}",0.391,0.0,0.609,-0.6696,negative,2024-03-29T16:49:28Z
@user-xh3jn5nx1x,Day 1 puh-layer for sure!,day puh layer sure,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.3802}",0.0,0.393,0.607,0.3802,positive,2024-03-29T16:47:49Z
@coffinb3d,this game will be the next genshin trust. i been so hyped for awhile,game next genshin trust hyped awhile,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}",0.0,0.202,0.798,0.5106,positive,2024-03-29T16:47:41Z
@tommynobaka,giving me early 2000&#39;s toy ad vibes,giving early toy ad vibe,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}",0.0,0.286,0.714,0.34,positive,2024-03-29T16:44:19Z
@niloymajumdar735,Kuro did it again. Goes hard AF.,kuro go hard af,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.1027}",0.189,0.0,0.811,-0.1027,negative,2024-03-29T16:43:31Z
@WrathDraco,THIS IS AWESOME 🔥🔥🔥,awesome,"{'neg': 0.513, 'neu': 0.143, 'pos': 0.344, 'compound': -0.0943}",0.513,0.344,0.143,-0.0943,negative,2024-03-29T16:43:08Z
@renany5026,Name music?,name music,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:42:57Z
@SENSO_X,Can anyone tell me the release date for consoles &quot;if&quot;,anyone tell release date console,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:40:43Z
@Igriswuwa,KURO and It&#39;s Music Direction.... What more can we say huh?,kuro music direction say huh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:38:27Z
@Djehuty99,"Damn, that was hype af 🔥🔥🔥",damn hype af,"{'neg': 0.712, 'neu': 0.288, 'pos': 0.0, 'compound': -0.836}",0.712,0.0,0.288,-0.836,negative,2024-03-29T16:38:13Z
@Khairi-uv9zi,PUSH YOUR LIKE BUTTON GUYS!!! GIVE OUR FULL SUPPORT FOR THIS ABSOLUTE MASTERPIECE!!,push like button guy give full support absolute masterpiece,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.8877}",0.0,0.511,0.489,0.8877,positive,2024-03-29T16:36:44Z
@mmosaqueedits,I did EDIT with this trailer &lt;3 Love WW,edit trailer love ww,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.0,0.344,0.656,0.6369,positive,2024-03-29T16:35:18Z
@Sev_Stars,"I don&#39;t know why this animation resembles the that music company called Riot (and yes I&#39;ll call them a music company), especially league<br><br>It&#39;s like they are trying to compete with them",know animation resembles music company called riot yes call music company especially leagueit like trying compete,"{'neg': 0.097, 'neu': 0.755, 'pos': 0.148, 'compound': 0.2212}",0.097,0.148,0.755,0.2212,positive,2024-03-29T16:29:55Z
@jhonnyjhin4244,"<a href=""https://www.youtube.com/watch?v=4i1IRQ6SGTM&amp;t=80"">1:20</a> literally me",literally,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:28:13Z
@Odida_Svensson,OMG I‘M waiting for it!,omg waiting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:24:34Z
@anyaforgors,I thought i was watching a league vid for a moment. Very cool cool animation.,thought watching league vid moment cool cool animation,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.6335}",0.0,0.285,0.715,0.6335,positive,2024-03-29T16:19:46Z
@mahmudalvi4523,"Genshin players, let Kuro cook.",genshin player let kuro cook,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:19:31Z
